date,value,x1,x2,x3,x4,x5,x6,x7,x8
2000-01-01,-0.8520870675583767,0.4866690007381264,1.431828583200988,-1.46310717314543,-1.3492703128504275,-0.39368252451928065,1.7275959124861393,-1.4665065372971935,1.6959889110505248
2000-02-01,1.0393966031993838,1.1252397463526522,0.24299182085296436,-1.7249405469077532,0.10465474301747849,0.45743684140218105,0.37372600794529787,-1.3420823896026424,2.0335988990015097
2000-03-01,1.5739195571688,1.642934275138765,0.017437604114142358,1.6021644151836862,0.09723377114487977,-1.6456172451042206,0.6915011463191755,0.3196247568496106,0.33770117163871655
2000-04-01,0.2001730609712839,-0.25715584325514823,-0.7263019856822636,-1.7746817624159716,-0.34385635157947864,-0.8983122744273075,-0.41678419625831625,-0.7331849710775558,-0.04171771201172506
2000-05-01,-0.3783473663724728,1.631460748380113,1.53603271590741,-0.5191247286984498,1.6524361482120526,-0.9767415961100531,1.1353470256030327,1.4120699265120291,1.0274040482487767
2000-06-01,0.5518347116253084,-0.04515665092233147,-1.0740698433837703,-0.5283501118749854,1.5257767097123158,0.5451879480588295,1.3290170080321404,0.2865243020455755,2.1660670562723596
2000-07-01,1.0801716166847763,-0.1173562738338128,-2.072189481281832,0.6451302407794705,-0.5505472623170222,0.20170453895200155,-0.662092265705404,0.10601628488046161,0.7726952179928367
2000-08-01,2.8555647909563637,2.2518415889730514,-1.1475429651379372,-0.5997731469647302,0.6719817530265149,1.0184865623925654,-0.5388564193709031,-0.40804149891527564,0.21075435100212872
2000-09-01,0.8670078376935516,0.567795939556075,-0.23088255701714422,-0.5676285251325807,-0.17476118438558474,-0.8146522968005127,0.20453503558920827,0.29652677346536715,0.03341449764960193
2000-10-01,0.8464552219815235,0.21229566042285236,-1.1387515737987353,0.2505323255414381,-0.6892030370250984,0.6779681242020565,-0.290341213213638,0.21403174593278648,1.5569482280321663
2000-11-01,-3.429175907391226,-0.4330881942278697,0.4529926288582635,-0.7739588521419734,-0.2987027204226892,-1.0238779550426134,-0.8086205084647834,0.18629942534732538,1.7328654520993414
2000-12-01,-0.6856030860637556,0.04879582814461253,0.22500342491609646,0.7154836966448603,-1.364244810439992,-0.7968730212042728,1.9209839567336833,-0.8011358173088164,-0.9077327365982808
2001-01-01,-1.4957169371497283,-0.716085979378737,-0.39652566350963914,-0.0026767433730977225,1.1947879423831718,-0.28684557016742634,-0.5881725291246689,-0.70407248058167,-0.4647174601504555
2001-02-01,-1.0056634612575446,-0.17696157561702833,-0.13300484902760445,0.04186078457687548,-0.5612521068972551,0.5822034618516279,1.438980388093616,1.225640900687826,2.6600291625542676
2001-03-01,-1.4331533703046442,0.1316840503875469,0.08109463150728063,1.4513817251884786,-1.2879736730934648,-0.5854093306930562,-0.41065086128693756,-0.16556812965358383,-0.8415358450341541
2001-04-01,-6.401176877293745,-1.4958813447091162,2.379721721344795,-0.10290627119621926,-0.6042301911452227,1.1177055969609389,-0.06351939429325912,-0.2377200184924864,-2.613519299827107
2001-05-01,1.1953551467631849,-0.5133121746354649,-0.6693461347199695,-0.34263567598277694,0.04633124618650315,0.07549991581823991,0.09332560078278795,1.5925839656343965,1.8623344017798213
2001-06-01,1.8817982115532392,0.3888136106601318,-1.2330238359836072,0.6576165223074842,-0.33818048595091654,-0.6929254965164743,0.6315365085382311,-0.2044104985117213,0.042594358588017564
2001-07-01,1.164644604058991,0.23453445805559,-0.25232556250149496,-0.321158688940844,-0.1109357213565544,0.9808302540930441,-0.8091763925016712,0.34682750353672137,0.8910304099092244
2001-08-01,-2.0280946441098195,-0.9800364822767017,-0.24345045257149545,0.24667973953084357,1.0108605565062017,2.377843366646034,0.3772078189297637,0.480101736030183,-1.1745644623078957
2001-09-01,-0.01122179789416361,0.5445546910664626,0.44435402781428146,0.31530948324437835,1.4947232563988488,2.1475731264726967,-0.5564440728528482,-1.2409488217057647,1.5882586382336523
2001-10-01,3.0971524958342096,1.7582977734894987,-0.509982746567315,0.6491826957872635,-2.4023666819373957,0.11292494512812108,0.9614635958006408,-0.12900100676658174,-0.713476711629138
2001-11-01,-1.9551336154324541,-0.8744146583658718,-0.6158535618963086,-1.1369020901322144,0.9595803279783764,1.562346968120979,2.110356074412006,1.25133675218581,0.1136512217463246
2001-12-01,-1.9492076118007506,0.809084162910638,1.3846294150192777,0.6709576225625946,0.996357271640156,-0.6014339504656228,-0.9837192677259148,1.7540281558086885,-0.19990083606510545
2002-01-01,5.231980974047215,1.7601753432956766,-2.2473137317027527,-1.2559593712598962,1.3816133335938166,-0.0902513754944341,-0.01354625789318306,1.2440880296155399,0.8521267356690223
2002-02-01,2.9460877219837363,0.9191285506473347,0.5039234364209207,0.9154213720045107,-0.6507602647609106,0.36657858545388333,-2.453991505437769,-0.335372684140404,-0.06852177200284566
2002-03-01,1.977676470513655,-0.20581388391760486,-1.3071552156807293,-0.13016522473080905,-1.2192529629669475,0.6602532801833686,-0.23241073796025588,0.13087408427659292,2.494415935543399
